"date";"txHash";"txNoteUser";"fromAddress";"fromTagsUser";"fromNoteUser";"fromTags";"toAddress";"toTagsUser";"toNoteUser";"toTags";"tokenName";"tokenAddress";"tokenSymbol";"value";"usdPrice"
"2022-03-10 00:42:40";"0x123cde98742e9ee1981957ed8fb24c9e9a02fcde94d9a15d8b6dcac1302ad7c3";"";"0x71660c4005ba85c37ccec55d0c4493e66fe775d3";"";"";"";"0xf65a5607677d75b2321aeadaa6e9f326c32ac41a";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"185,963554";"1,0005932310508"
"2022-02-05 01:05:36";"0xfb671dec57604b84ecf6ddff92f9a08581c9603d7b833fdfb9ca73e9bbbb2f59";"";"0x503828976d22510aad0201ac7ec88293211d23da";"";"";"";"0xf65a5607677d75b2321aeadaa6e9f326c32ac41a";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"161,723775";"0,99938413256533"
